URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
blackassign0001,https://insights.blackcoffer.com/rising-it-cities-and-its-impact-on-the-economy-environment-infrastructure-and-city-life-by-the-year-2040-2/,858,198,0.6249999994081439,0.06384136387982338,7.952403846153846,0.42113536061906776,3.349415682709166,21.539423076923075,6966,16541,39653,363,6.758781210325857
blackassign0002,https://insights.blackcoffer.com/rising-it-cities-and-their-impact-on-the-economy-environment-infrastructure-and-city-life-in-future/,1855,1085,0.2619047618156787,0.11927945471765337,8.911062906724512,0.5184599156118144,3.7718091289345304,21.37888647866956,12779,24648,66978,210,7.615019474196689
blackassign0003,https://insights.blackcoffer.com/internet-demands-evolution-communication-impact-and-2035s-alternative-pathways/,1404,897,0.22033898295508955,0.09652250513458943,10.910297482837528,0.6103863417089643,4.608273529818597,21.74691075514874,14551,23839,71746,507,8.356097151726162
blackassign0004,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-in-upcoming-future/,1961,3922,-0.33333333327667286,0.18466319291277974,13.061910619106191,0.5940109234729111,5.4623686170316414,26.384173841738416,18924,31858,92498,265,8.116265930064662
blackassign0005,https://insights.blackcoffer.com/ott-platform-and-its-impact-on-the-entertainment-industry-in-future/,620,248,0.42857142807768267,0.08231389283240266,8.936440677966102,0.5205310573731626,3.782788694135706,20.028813559322035,5489,10545,29278,186,7.900142247510669
blackassign0006,https://insights.blackcoffer.com/the-rise-of-the-ott-platform-and-its-impact-on-the-entertainment-industry-by-2040/,7654,2403,0.5221238937533933,0.10896109383515575,13.29190668202765,0.5708512551598609,5.545103174875004,26.597206221198157,52689,92299,267280,534,8.12240652661459
blackassign0007,https://insights.blackcoffer.com/rise-of-cyber-crime-and-its-effects/,1590,3446,-0.36854646537558644,0.14244095601350754,9.665117550574085,0.47670767925328805,4.056730091930949,21.4018589393111,16854,35355,90054,53,7.248649413095743
blackassign0008,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035-2/,1428,459,0.5135135132413813,0.07836704181741903,13.107784431137725,0.6249428962996803,5.4930909309749625,24.300489929232445,15048,24079,73408,153,8.26890651605133
blackassign0009,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040-2/,2627,3621,-0.1590909090654464,0.14813409834159671,12.372543267820475,0.6194935748494476,5.19681473706797,22.933704898797302,26129,42178,123334,213,8.164801555313197
blackassign0010,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040/,17280,24435,-0.17152103559459375,0.18262091548969187,7.3885366800362275,0.5726893846531013,3.1844904258757314,18.130741363695176,130816,228424,638557,1755,8.00587941722411
blackassign0011,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035/,3465,1260,0.4666666665679012,0.09577185016831985,13.498221614227086,0.6142776066158586,5.644999688337179,27.427633378932967,30306,49336,143722,189,7.9897640668072
blackassign0012,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,4819,1403,0.5490196077548988,0.12199760788764931,10.581120331950208,0.6255759690986451,4.482678520419541,23.414937759336098,31905,51001,156114,122,7.834865983019941
blackassign0013,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,570,195,0.4901960777905934,0.18192627819692597,11.64819944598338,0.6744351961950059,4.929053856871355,27.62326869806094,2836,4205,12999,45,8.193341260404281
blackassign0014,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,18,27,-0.19999999555555567,0.08604206484504386,7.8059701492537314,0.5219885277246654,3.331183470791359,18.26865671641791,273,523,1349,3,7.418738049713193
blackassign0015,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,1785,1326,0.1475409835591318,0.09485334471324917,10.896345514950166,0.5318616988840783,4.571282885533698,23.28372093023256,17444,32798,87225,357,7.424538081590341
blackassign0016,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,1785,1326,0.1475409835591318,0.09485334471324917,10.896345514950166,0.5318616988840783,4.571282885533698,23.28372093023256,17444,32798,87225,357,7.424538081590341
blackassign0017,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,2449,561,0.6272425247085573,0.10208926875247289,9.474293059125964,0.520689187355854,3.9979928985927273,21.292416452442158,15352,29484,77531,153,7.459944376611043
blackassign0018,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,1376,430,0.5238095235194853,0.07445273528983581,12.81405176967776,0.5655274766046914,5.3518316985129815,27.605388272583202,13718,24257,66272,43,7.538607412293358
blackassign0019,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,6077,618,0.8153846152628252,0.07691954181370514,8.987918215613384,0.5491331472098714,3.8148205451293027,20.74122263527468,47796,87039,234544,515,7.507772377899562
